37.755197,-122.422993
37.755038,-122.425665
37.757938,-122.388709
37.803355,-122.400094
37.754822,-122.397844
37.754558,-122.402099
37.754431,-122.404011
37.754281,-122.411254
37.753904,-122.417689
37.753615,-122.422382
37.752625,-122.43886
37.752978,-122.406491
37.752906,-122.407428
37.752889,-122.408003
37.752819,-122.408988
37.752788,-122.409738
37.752724,-122.410835
37.752694,-122.411042
37.752651,-122.411626
37.752586,-122.412891
37.752559,-122.413346
37.752522,-122.414017
37.752511,-122.414215
37.752449,-122.415053
37.752298,-122.417417
37.752177,-122.419481
37.751679,-122.427656
37.76771,-122.431197
37.774967,-122.468154
37.770926,-122.410462
37.77284,-122.415204
37.771537,-122.413604
37.764112,-122.469545
37.768315,-122.419364
37.767734,-122.428365
37.767711,-122.429115
37.768086,-122.423125
37.765727,-122.435212
37.765161,-122.41765
37.765035,-122.420037
37.764965,-122.420849
37.764852,-122.422677
37.7648,-122.423623
37.764802,-122.423867
37.765667,-122.409321
37.76288,-122.428349
37.762631,-122.433076
37.762274,-122.438543
37.761865,-122.445272
37.760382,-122.411725
37.777125,-122.419644
37.760123,-122.394518
37.759947,-122.397354
37.759297,-122.408001
37.758384,-122.423238
37.758337,-122.423698
37.760559,-122.387682
37.777125,-122.419644
37.777125,-122.419644
37.777125,-122.419644
37.755927,-122.410463
37.762729,-122.393997
37.762626,-122.395673
37.762557,-122.396765
37.761513,-122.424586
37.761033,-122.432548
37.760803,-122.436209
37.760674,-122.438375
37.760404,-122.44304
37.78707,-122.387219
37.754027,-122.476417
37.760273,-122.418518
37.760144,-122.420763
37.759415,-122.432766
37.759272,-122.435136
37.751666,-122.427905
37.751577,-122.42939
37.751563,-122.429879
37.751504,-122.430544
37.751507,-122.430775
37.751507,-122.430775
37.751398,-122.432275
37.751791,-122.426025
37.749174,-122.416066
37.749099,-122.417117
37.743757,-122.425905
37.777125,-122.419644
37.777125,-122.419644
37.777125,-122.419644
37.777125,-122.419644
37.777125,-122.419644
37.777125,-122.419644
37.782115,-122.492394
37.782088,-122.492392
37.809055,-122.41
37.777125,-122.419644
37.777125,-122.419644
37.777125,-122.419644
37.777125,-122.419644
37.777125,-122.419644
37.777125,-122.419644
37.777125,-122.419644
37.777125,-122.419644
37.777125,-122.419644
37.777125,-122.419644
37.797766,-122.40767
37.798108,-122.40488
37.771646,-122.438841
37.788155,-122.442137
37.798199,-122.44422
37.773078,-122.439107
37.77629,-122.439781
37.709745,-122.445641
37.759112,-122.409757
37.756155,-122.409493
37.75581,-122.409456
37.754221,-122.409271
37.749561,-122.408844
37.748513,-122.408728
37.782443,-122.394448
37.776864,-122.40147
37.784131,-122.392204
37.763236,-122.410296
37.789659,-122.430619
37.789519,-122.413881
37.788885,-122.418853
37.790531,-122.405843
37.790343,-122.40736
37.789991,-122.41026
37.789914,-122.410877
37.789588,-122.41334
37.790098,-122.40942
37.773374,-122.50721
37.818242,-122.37023
37.790224,-122.423368
37.788826,-122.434446
37.788117,-122.44022
37.787411,-122.445556
37.786721,-122.450872
37.786693,-122.451078
37.793222,-122.40053
37.786438,-122.453036
37.785368,-122.461477
37.784984,-122.464701
37.784758,-122.466303
37.784157,-122.478706
37.784008,-122.481915
37.791846,-122.410606
37.788842,-122.434312
37.792737,-122.404035
37.717101,-122.474289
37.714494,-122.459042
37.760124,-122.418085
37.767076,-122.400814
37.753596,-122.434285
37.748514,-122.433797
37.761898,-122.435102
37.759726,-122.434904
37.757871,-122.434699
37.749897,-122.394009
37.739724,-122.425584
37.734522,-122.433694
