156 W 52nd St	New York	NY
1290 6th Ave	New York	NY
45 E. 51st Street	New York	NY
540 Columbus Avenue	New York	NY
1656 Broadway	New York	NY
2252 Broadway	New York	NY
400 East 54th Street	New York	NY
560 Lexington Avenue	New York	NY
871 8th Avenue	New York	NY
30 Rockefeller Plaza	New York	NY
1642 Third Avenue	New York	NY
750 Seventh Avenue	New York	NY
280 Park Avenue	New York	NY
400 East 90th Street	New York	NY
943 Second Avenue	New York	NY
1500 Broadway	New York	NY
825 Eighth Avenue	New York	NY
575 Fifth Avenue	New York	NY
1585 Broadway	New York	NY
630 Lexington Ave	New York	NY
325 W 49th St	New York	NY
1185 Sixth Avenue	New York	NY
757 Third Avenue	New York	NY
1378 Madison Avenue	New York	NY
770 Eighth Ave	New York	NY
1166 Avenue of the Americas	New York	NY
545 Fifth Ave.	New York	NY
450 Lexington Avenue	New York	NY
1530 Broadway	New York	NY
682 9th Avenue	New York	NY
335 Madison Avenue	New York	NY
330 Madison Ave	New York	NY
125 Park Ave	New York	NY
685 Third Avenue	New York	NY
2498 Broadway	New York	NY
7800 Grand Central Station	New York	NY
3 Park Avenue	New York	NY
684 Eighth Avenue	New York	NY
150 E. 42nd Street	New York	NY
295 Madison Avenue	New York	NY
251 West 42nd Street	New York	NY
2521 Broadway	New York	NY
639 3rd Avenue	New York	NY
360 Lexington Avenue	New York	NY
593 Ninth Ave	New York	NY
90 Park Ave	New York	NY
2600 Broadway	New York	NY
525 7th Avenue	New York	NY
600 Eighth Ave	New York	NY
1372 Broadway	New York	NY
555 W. 42ND STREET	New York	NY
400 Madison Avenue	New York	NY
200 Madison Avenue	New York	NY
1460 Broadway	New York	NY
38-01 35th Avenue	Long Island City	NY
401 W 14th Street	New York	NY
2655 Richmond Avenue	Staten Island	NY
813 Nostrand Avenue	Brooklyn	NY
1471 1st Avenue	New York	NY
53 West 19th Street	New York	NY
40 E 4th Street	New York	NY
212 Avenue B	New York	NY
225 Sullivan St	New York	NY
899 Main Street	New York	NY
215 1st Avenue	New York	NY
170 2nd Avenue	New York	NY
Vesey Street & Greenwich Street	New York	NY
254 Court Street	Brooklyn	NY
7th Avenue & 33rd Street	New York	NY
Hanover Square	New York	NY
36 W 110th Street	New York	NY
62-65 Saunders Strret	Rego Park	NY
1619 Amsterdam Avenue	New York	NY
246 East 14th Street	New York	NY
441East 12th Street	New York	NY
2062 Broadway	New York	NY
1362 2nd Avenue	New York	NY
2067 Broadway	New York	NY
130 Franklin Street	New York	NY
116 John Street	New York	NY
55 West 26th Street	New York	NY
Battery Park	New York	NY
78 5th Avenue	New York	NY
52 Broadway	New York	NY
183 West 10th Street	New York	NY
31 East 32nd Street	New York	NY
1298 2nd Avenue	New York	NY
157 2nd Avenue	New York	NY
29 Bedford Street	New York	NY
378 1/2 Greenwich Street	New York	NY
Central Park - SW Corner	New York	NY
81 8th Avenue	New York	NY
275 Greenwich Street	New York	NY
1584 1st Avenue	New York	NY
44-18 Broadway	Astoria	NY
42-14 Bell Boulevard	Bayside	NY
144 Union Street	Brooklyn	NY
463 Union Avenue	Brooklyn	NY
435 W 125 Street	New York	NY
185 Avenue C	New York	NY
37-14 Astoria Blvd	Astoria	NY
422 Forest Avenue	Staten Island	NY
2870 Linden Boulevard	Brooklyn	NY
710 Franklin Avenue	Brooklyn	NY
1025 Manhattan Avenue	Brooklyn	NY
2110 Richmond Road	Staten Island	NY
152 Ludlow Street	New York	NY
151 8th Avenue	New York	NY
15 Irving Place	New York	NY
46 Greenwich Avenue	New York	NY
214 Avenue A	New York	NY
495 Lorimer Street	Brooklyn	NY
904 Kings Hwy	Brooklyn	NY
126 Crosby Street	New York	NY
43 Lincoln Road	Brooklyn	NY
556 Vanderbilt Avenue	Brooklyn	NY
129 Orchard Street	New York	NY
88 Orchard Street	New York	NY
86-02 Queens Boulevard	Elmhurst	NY
29-20 30th Avenue	Astoria	NY
200 Avenue A	New York	NY
857 Broadway	New York	NY
6 West 14th Street	New York	NY
90 Bedford Street	New York	NY
80-32 Baxter Avenue	Elmhurst	NY
30-13 Broadway	Astoria	NY
114 th - 120th Streets	New York	NY
623 Grand Street	Brooklyn	NY
248 McKibbin Street	Brooklyn	NY
264 Carlton Avenue	Brooklyn	NY
139 Flatbush Avenue	Brooklyn	NY
1087 Broadway	Brooklyn	NY
646 Vanderbilt Avenue	Brooklyn	NY
307 Stuyvesant Avenue	Brooklyn	NY
352 Classon Avenue	Brooklyn	NY
247  Stuyvesant Avenue	Brooklyn	NY
1441 Broadway	New York	NY
200 Allen Street	New York	NY
231 1st Avenue	New York	NY
555 5th Avenue	New York	NY
397 Greenwich Street	New York	NY
11 East 20th Street	New York	NY
60 East 8th Street	New York	NY
269 11th Avenue	New York	NY
245 Park Avenue	New York	NY
270 Greenwich Street	New Yor k	NY
95 E Houston Street	New York	NY
4 Union Square E	New York	NY
250 7th Avenue	New York	NY
10 Columbus Cir	New York	NY
699 W 39th Street	New York	NY
213-35 39th Avenue	Bayside	NY
245 Park Avenue	New York	NY
480 Lexington Avenue	New York	NY
1451 Broadway	New York	NY
121 Madison Ave	New York	NY
18 East 23rd Street	New York	NY
62 William Street	New York	NY
62 Stone Street	New York	NY
327  Park Avenue South	New York	NY
232 8th Avenue	New York	NY
115 Lexington Ave	New York	NY
87 E 42nd Street	New York	NY
31 10 Thomson Avenue	New York	NY
40 Worth Street	New York	NY
97 Warren Street	New York	NY
222 Clinton Avenue	Brooklyn	NY
150 East 86th Street	New York	NY
70-00 Austin Street	Forest Hills	NY
176-60 Union Turnpike	Fresh Meadows	NY
120 East 34 Street	New York	NY
28 East 34th Street	New York	NY
469 7th Avenue	New York	NY
245 West 38th Street	New York	NY
1001 6th Avenue	New York	NY
259 W 42nd Street	New York	NY
2690 Hylan Blvd	Staten Island	NY
1894 Eastchester Rd	Bronx	NY
103 E 161 Street	Bronx	NY
35-40 Nostrand Ave	Brooklyn	NY
910 Manhattan Avenue	Brooklyn	NY
1000 Fifth Avenue	New York	NY
462 7th Avenue	New York	NY
2681 Broadway	New York	NY
494 Eighth Ave.	New York	NY
334 Fifth Ave.	New York	NY
76 9th Ave	New York	NY
875 Sixth Ave	New York	NY
585 2nd Avenue	New York	NY
145 Third Avenue	New York	NY
10 UNION SQUARE EAST	New York	NY
510 Sixth Avenue	New York	NY
93 Greenwich Avenue	New York	NY
450 7th Avenue	New York	NY
21 East 8th Street	New York	NY
51 Astor Place	New York	NY
13-25 Astor Place	New York	NY
378 6th Avenue	New York	NY
72 Grove Street	New York	NY
665 Broadway	New York	NY
150 Varick Street	New York	NY
72 SPRING STREET	New York	NY
80 Delancey Street	New York	NY
471 Broadway	New York	NY
241 Canal Street	New York	NY
111 Worth Street	New York	NY
291 Broadway	New York	NY
125 Chambers Street	New York	NY
233 Broadway	New York	NY
38 Park Row	New York	NY
195 Broadway	New York	NY
165 Broadway	New York	NY
100 William Street	New York	NY
55 Liberty Street	New York	NY
115 Broadway	New York	NY
80 Pine Street	New York	NY
45 Wall Street	New York	NY
100 Wall Street	New York	NY
2 Broadway	New York	NY
55 Broad Street	New York	NY
3 New York Plaza	New York	NY
1 Battery Park Plaza	New York	NY
803 W 181st St	New York	NY
2409 Broadway	New York	NY
707 8th Avenue	New York	NY
191 E Houston Street	New York	NY
132 E 23rd Street	New York	NY
W. 34th Street & 8th Avenue	New York	NY
41 Avenue A	New York	NY
810 7th Avenue	New York	NY
49 Ann Street	New York	NY
2753 Broadway	New York	NY
217 E 86 St	New York	NY
366 Amsterdam Avenue	New York	NY
954 3rd Ave	New York	NY
4768 Broadway	New York	NY
132 East 43rd St	New York	NY
1357 Broadway	New York	NY
2216 Frederick Douglas Blvd	New York	NY
7 E 8th St	New York	NY
527 3rd Ave	New York	NY
163 3rd Ave	New York	NY
211 West 43rd street	New York	NY
732 Broadway	New York	NY
55 West 125th Street	New York	NY
307 Madison Avenue	New York	NY
180 Fifth Avenue	New York	NY
228 East 86th Street	New York	NY
2181 Broadway	New York	NY
1138 3rd Avenue	New York	NY
167 West 57th Street	New York	NY
253 8th Ave	New York	NY
485 Madison Ave	New York	NY
818 3rd Ave	New York	NY
West 33rd Street & 7th Avenue	New York	NY
162 Madison Ave	New York	NY
610 West 110 Street	New York	NY
21 West 46 Street	New York	NY
42nd Street & Park Avenue	New York	NY
Central Park at West 67th Steet	New York	NY
71 Broadway	New York	NY
845 United Nations Plaza	New York	NY
737 5th Avenue	New York	NY
One Central Park West	New York	NY
140 Riverside Blvd	New York	NY
160 Riverside Blvd	New York	NY
390 Park Avenue	New York	NY
177 Macdougal Street	New York	NY
155 East 50th Street	New York	NY
229 Chrystie street	New York	NY
245 Fifth Avenue	New York	NY
West Side Highway and 23rd Street	New York	NY
52 William St	New York	NY
40 W 45th St	New York	NY
110 William Street	New York	NY
2 Penn Plaza	New York	NY
356 W 58th St	New York	NY
22 E 38th St	New York	NY
18 East 42nd Street	New York	NY
729 2nd Avenue	New York	NY
1109 6th Avenue	New York	NY
4040 Broadway	New York	NY
1997 3rd Ave	New York	NY
111 Centre St.	New York	NY
71 Thomas St.	New York	NY
37 St. Marks Place	New York	NY
535 W 23rd St	New York	NY
303 Lexington Ave	New York	NY
1600 Broadway	New York	NY
830 Third Avenue	New York	NY
801 West 181st Street	New York	NY
78 Spring Street	New York	NY
100 Church Street	New York	NY
3410 Broadway	New York	NY
141 2nd Avenue	New York	NY
63 West 30th Street	New York	NY
655 Lexington Avenue	New York	NY
250 Vesey Street	New York	NY
48 West 73rd Street	New York	NY
2379 Broadway	New York	NY
2610 Broadway	New York	NY
731 Lexington Avenue	New York	NY
95 West Broadway	New York	NY
110 Pearl Street	New York	NY
140 Varick Street	New York	NY
1021 Third Avenue	New York	NY
170 Broadway	New York	NY
410 West Broadway	New York	NY
342 Broadway	New York	NY
228 8th Ave	New York	NY
59 Maiden Ln	New York	NY
1933 79th Street	Brooklyn	NY
150 E. 34th Street	Brooklyn	NY
16 Court Street	Brooklyn	NY
1642 Pitkin Ave	Brooklyn	NY
6620 Bay Pky	Brooklyn	NY
2410 Coney Island Ave	Brooklyn	NY
357 Hamilton Avenue	Brooklyn	NY
82 Court St	Brooklyn	NY
1275 Fulton Street	Brooklyn	NY
6419 18th Ave	Brooklyn	NY
1930 Nostrand Ave	Brooklyn	NY
516A Myrtle Ave	Brooklyn	NY
420 Fulton St	Brooklyn	NY
840 Atlantic Ave	Brooklyn	NY
1380 Broadway	Brooklyn	NY
139 Flatbush Ave	Brooklyn	NY
24 Graham Avenue	Brooklyn	NY
440 86th Street	Brooklyn	NY
2165 86th Street	Brooklyn	NY
329 Flatbush Ave	Brooklyn	NY
138 Court St	Brooklyn	NY
320 7th Ave	Brooklyn	NY
8225 5th Ave	Brooklyn	NY
22 E 23rd St Flatiron	New York	NY
Central Terminal Baggage Claim	Flushing	NY
Central Terminal Concourse A	Flushing	NY
Central Terminal Concourse B	Flushing	NY
Central Terminal Concourse C	Flushing	NY
Central Terminal Concourse D	Flushing	NY
Central Terminal Food Court	Flushing	NY
Central Terminal Ticketing Area	Flushing	NY
US Airways Terminal	Flushing	NY
Terminal 1	Jamaica	NY
Terminal 8	Jamaica	NY
Concourse level	Jamaica	NY
Terminal 3	Jamaica	NY
Terminal 3	Jamaica	NY
Terminal 3	Jamaica	NY
Terminal 2	Jamaica	NY
Terminal 7	Jamaica	NY
Terminal 7	Jamaica	NY
Terminal 7	Jamaica	NY
Terminal 7	Jamaica	NY
375 Park Ave.	New York	NY
521 5th Avenue	New York	NY
2 West 48th Street	New York	NY
76 3rd Avenue	New York	NY
Corner of E. 17th Street + Union Square West	New York	NY
13541 Roosevelt Ave	Flushing	NY
2121 31st Street	Astoria	NY
201 50th Ave	Long Island City	NY
305 Federal Circle	Jamaica	NY
Laguardia Airport		NY
Kosher Franks	Jamaica	NY
2870 3rd Ave	Bronx	NY
1625 Webster Ave	Bronx	NY
1540 Westchester Ave	Bronx	NY
5804 Clarendon Rd	Brooklyn	NY
180 Parkside Ave	Brooklyn	NY
112 Montague Street	Brooklyn	NY
480 Forest Ave	Staten Island	NY
1756 Forest Avenue	Staten Island	NY
61-51 188th Street	Fresh Meadows	NY
138-11 20th Avenue	Whitestone	NY
215-29 Northern Blvd.	Bayside	NY
46-09 Queens Blvd.	Sunnyside	NY
242-02 61st Avenue	Douglaston	NY
157-41 Cross Bay Blvd.	Howard Beach	NY
455 Main Street	New York	NY
1515 York Avenue	New York	NY
40-50 W 225th St	Bronx	NY
61 5th Ave	New York	NY
556 Columbus Ave.	New York	NY
151 WEST 34TH STREET	New York	NY
395 FLATBUSH AVE EXTEN	Brooklyn	NY
904 MANHATTAN AVE & GREENPOINT	Brooklyn	NY
79 W 125TH ST	New York	NY
1388 HYLAN BLVD	Staten Island	NY
1509 SHEEPSHEAD BAY RD	Brooklyn	NY
87-84 SUTPHIN BLVD	Jamaica	NY
1660 RICHMOND AVE	Staten Island	NY
166-30 JAMAICA AVE	Queens	NY
405 Broadway	New York	NY
345 Hudson St.	New York	NY
518 Hudson Street	New York	NY
4 W. 21st Street	New York	NY
164 Smith Street	Brooklyn	NY
373 5th Avenue	New York	NY
910 Manhattan Avenue	Brooklyn	NY
1602 Broadway	New York	NY
1889 Broadway	New York	NY
1261 Lexington Avenue	New York	NY
514 86th Street	Brooklyn	NY
2655 Richmond Avenue	Staten Island	NY
220 E. 42nd Street	New York	NY
520 West 110th Street	New York	NY
138 West 32nd Street	New York	NY
2465 Broadway	New York	NY
205 East 85th Street	New York	NY
140 East 63rd Street	New York	NY
54 Murray Street	New York	NY
97 Greenwhich Avenue	New York	NY
10 Columbus Circle	New York	NY
194 Joralemon	Brooklyn	NY
707 Lexington Ave	New York	NY
Terminals 1 arrival halls and baggage claim	Jamaica	NY
Terminals 4 arrival halls and baggage claim	Jamaica	NY
Terminals 7 arrival halls and baggage claim	Jamaica	NY
Terminals 9 arrival halls and baggage claim	Jamaica	NY
Building 300 Federal Circle	Jamaica	NY
6 Metro Tech	Brooklyn	NY
67 Front Street	Brookyn	NY
1 Penn Plaza	 Concourse Level	NY
168 W 27th Street	New York	NY
37-44 21 Street	Long Island City	NY
127 E 58 Street	New York	NY
112 E 96 Street	New York	NY
228 E 23rd  Street	New York	NY
150 West 100th Street	New York	NY
560 Lexington Avenue	New York	NY
446 Third Avenue	New York	NY
2900 Broadway	New York	NY
209 West 23rd Street	New York	NY
10 Jersey Street	New York	NY
127 Amsterdam Avenue	New York	NY
1465 York Avenue	New York	NY
222 East 79th Street	New York	NY
Fifth  Avenue and 42nd Street	New York	NY
40 West 20th Street	New York	NY
188 Madison Avenue	New York	NY
535 W 114th Street	New York	NY
101 Murray Street	New York	NY
1750 Davidson Avenue	Bronx	NY
29 East 2nd Street	New York	NY
621 Water Street	New York	NY
1022 Rev James  A Polite Avenue	Bronx	NY
1189 Tinton Avenue	Bronx	NY
145 Greene St	New York	NY
225 W 57th Street	New York	NY
200 Varick Street Room 578	New York	NY
340 Baychester Avenue	Bronx	NY
25441 Horace Harding Expressway	Little Neck	NY
280 Marsh Avenue	Staten Island	NY
7325 Woodhaven Boulevard	Glendale	NY
